"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","AGRWTH","M","1977-03",10.24137,
"OECD","CPI","TOT","AGRWTH","M","1977-04",10.47484,
"OECD","CPI","TOT","AGRWTH","M","1977-05",10.35786,
"OECD","CPI","TOT","AGRWTH","M","1977-06",10.57474,
"OECD","CPI","TOT","AGRWTH","M","1977-07",10.6141,
"OECD","CPI","TOT","AGRWTH","M","1977-08",10.63687,
"OECD","CPI","TOT","AGRWTH","M","1977-09",10.41974,
"OECD","CPI","TOT","AGRWTH","M","1977-10",9.948801,
"OECD","CPI","TOT","AGRWTH","M","1977-11",9.716393,
"OECD","CPI","TOT","AGRWTH","M","1977-12",9.483236,
"OECD","CPI","TOT","AGRWTH","M","1978-01",9.286246,
"OECD","CPI","TOT","AGRWTH","M","1978-02",9.033112,
"OECD","CPI","TOT","AGRWTH","M","1978-03",8.962135,
"OECD","CPI","TOT","AGRWTH","M","1978-04",8.740338,
"OECD","CPI","TOT","AGRWTH","M","1978-05",8.915249,
"OECD","CPI","TOT","AGRWTH","M","1978-06",9.08832,
"OECD","CPI","TOT","AGRWTH","M","1978-07",9.316792,
"OECD","CPI","TOT","AGRWTH","M","1978-08",9.259325,
"OECD","CPI","TOT","AGRWTH","M","1978-09",9.252197,
"OECD","CPI","TOT","AGRWTH","M","1978-10",9.412169,
"OECD","CPI","TOT","AGRWTH","M","1978-11",9.341754,
"OECD","CPI","TOT","AGRWTH","M","1978-12",9.353183,
"OECD","CPI","TOT","AGRWTH","M","1979-01",9.592593,
"OECD","CPI","TOT","AGRWTH","M","1979-02",9.75253,
"OECD","CPI","TOT","AGRWTH","M","1979-03",9.939095,
"OECD","CPI","TOT","AGRWTH","M","1979-04",10.20137,
"OECD","CPI","TOT","AGRWTH","M","1979-05",10.43526,
"OECD","CPI","TOT","AGRWTH","M","1979-06",10.7625,
"OECD","CPI","TOT","AGRWTH","M","1979-07",11.41634,
"OECD","CPI","TOT","AGRWTH","M","1979-08",11.66369,
"OECD","CPI","TOT","AGRWTH","M","1979-09",12.08556,
"OECD","CPI","TOT","AGRWTH","M","1979-10",12.40229,
"OECD","CPI","TOT","AGRWTH","M","1979-11",12.88849,
"OECD","CPI","TOT","AGRWTH","M","1979-12",13.53954,
"OECD","CPI","TOT","AGRWTH","M","1980-01",14.44609,
"OECD","CPI","TOT","AGRWTH","M","1980-02",15.20571,
"OECD","CPI","TOT","AGRWTH","M","1980-03",15.47529,
"OECD","CPI","TOT","AGRWTH","M","1980-04",15.69664,
"OECD","CPI","TOT","AGRWTH","M","1980-05",15.56717,
"OECD","CPI","TOT","AGRWTH","M","1980-06",15.4451,
"OECD","CPI","TOT","AGRWTH","M","1980-07",14.53729,
"OECD","CPI","TOT","AGRWTH","M","1980-08",14.5441,
"OECD","CPI","TOT","AGRWTH","M","1980-09",14.35775,
"OECD","CPI","TOT","AGRWTH","M","1980-10",14.15754,
"OECD","CPI","TOT","AGRWTH","M","1980-11",14.18575,
"OECD","CPI","TOT","AGRWTH","M","1980-12",13.98808,
"OECD","CPI","TOT","AGRWTH","M","1981-01",13.3039,
"OECD","CPI","TOT","AGRWTH","M","1981-02",12.63385,
"OECD","CPI","TOT","AGRWTH","M","1981-03",12.31058,
"OECD","CPI","TOT","AGRWTH","M","1981-04",11.87543,
"OECD","CPI","TOT","AGRWTH","M","1981-05",11.77363,
"OECD","CPI","TOT","AGRWTH","M","1981-06",11.61374,
"OECD","CPI","TOT","AGRWTH","M","1981-07",12.00244,
"OECD","CPI","TOT","AGRWTH","M","1981-08",11.95538,
"OECD","CPI","TOT","AGRWTH","M","1981-09",12.06057,
"OECD","CPI","TOT","AGRWTH","M","1981-10",11.83944,
"OECD","CPI","TOT","AGRWTH","M","1981-11",11.54956,
"OECD","CPI","TOT","AGRWTH","M","1981-12",11.22131,
"OECD","CPI","TOT","AGRWTH","M","1982-01",10.90283,
"OECD","CPI","TOT","AGRWTH","M","1982-02",10.55336,
"OECD","CPI","TOT","AGRWTH","M","1982-03",10.14904,
"OECD","CPI","TOT","AGRWTH","M","1982-04",10.1592,
"OECD","CPI","TOT","AGRWTH","M","1982-05",10.40971,
"OECD","CPI","TOT","AGRWTH","M","1982-06",10.73645,
"OECD","CPI","TOT","AGRWTH","M","1982-07",10.50882,
"OECD","CPI","TOT","AGRWTH","M","1982-08",10.95044,
"OECD","CPI","TOT","AGRWTH","M","1982-09",10.73137,
"OECD","CPI","TOT","AGRWTH","M","1982-10",10.92836,
"OECD","CPI","TOT","AGRWTH","M","1982-11",10.81482,
"OECD","CPI","TOT","AGRWTH","M","1982-12",11.3007,
"OECD","CPI","TOT","AGRWTH","M","1983-01",11.40563,
"OECD","CPI","TOT","AGRWTH","M","1983-02",11.32531,
"OECD","CPI","TOT","AGRWTH","M","1983-03",11.40646,
"OECD","CPI","TOT","AGRWTH","M","1983-04",11.45828,
"OECD","CPI","TOT","AGRWTH","M","1983-05",11.14039,
"OECD","CPI","TOT","AGRWTH","M","1983-06",10.4582,
"OECD","CPI","TOT","AGRWTH","M","1983-07",10.40626,
"OECD","CPI","TOT","AGRWTH","M","1983-08",9.906433,
"OECD","CPI","TOT","AGRWTH","M","1983-09",9.872759,
"OECD","CPI","TOT","AGRWTH","M","1983-10",9.761065,
"OECD","CPI","TOT","AGRWTH","M","1983-11",9.9988,
"OECD","CPI","TOT","AGRWTH","M","1983-12",9.579436,
"OECD","CPI","TOT","AGRWTH","M","1984-01",9.391546,
"OECD","CPI","TOT","AGRWTH","M","1984-02",9.614766,
"OECD","CPI","TOT","AGRWTH","M","1984-03",9.590466,
"OECD","CPI","TOT","AGRWTH","M","1984-04",9.313231,
"OECD","CPI","TOT","AGRWTH","M","1984-05",9.085845,
"OECD","CPI","TOT","AGRWTH","M","1984-06",9.138677,
"OECD","CPI","TOT","AGRWTH","M","1984-07",8.935046,
"OECD","CPI","TOT","AGRWTH","M","1984-08",8.725662,
"OECD","CPI","TOT","AGRWTH","M","1984-09",8.567046,
"OECD","CPI","TOT","AGRWTH","M","1984-10",8.468418,
"OECD","CPI","TOT","AGRWTH","M","1984-11",8.108459,
"OECD","CPI","TOT","AGRWTH","M","1984-12",7.913875,
"OECD","CPI","TOT","AGRWTH","M","1985-01",7.933261,
"OECD","CPI","TOT","AGRWTH","M","1985-02",7.848884,
"OECD","CPI","TOT","AGRWTH","M","1985-03",8.017639,
"OECD","CPI","TOT","AGRWTH","M","1985-04",7.961926,
"OECD","CPI","TOT","AGRWTH","M","1985-05",7.833148,
"OECD","CPI","TOT","AGRWTH","M","1985-06",7.559213,
"OECD","CPI","TOT","AGRWTH","M","1985-07",7.440592,
"OECD","CPI","TOT","AGRWTH","M","1985-08",7.367761,
"OECD","CPI","TOT","AGRWTH","M","1985-09",7.255601,
"OECD","CPI","TOT","AGRWTH","M","1985-10",7.301505,
"OECD","CPI","TOT","AGRWTH","M","1985-11",7.478418,
"OECD","CPI","TOT","AGRWTH","M","1985-12",7.767351,
"OECD","CPI","TOT","AGRWTH","M","1986-01",7.72516,
"OECD","CPI","TOT","AGRWTH","M","1986-02",7.190329,
"OECD","CPI","TOT","AGRWTH","M","1986-03",6.535759,
"OECD","CPI","TOT","AGRWTH","M","1986-04",6.159592,
"OECD","CPI","TOT","AGRWTH","M","1986-05",6.248169,
"OECD","CPI","TOT","AGRWTH","M","1986-06",6.593417,
"OECD","CPI","TOT","AGRWTH","M","1986-07",6.546061,
"OECD","CPI","TOT","AGRWTH","M","1986-08",6.794448,
"OECD","CPI","TOT","AGRWTH","M","1986-09",7.029701,
"OECD","CPI","TOT","AGRWTH","M","1986-10",6.953781,
"OECD","CPI","TOT","AGRWTH","M","1986-11",7.002835,
"OECD","CPI","TOT","AGRWTH","M","1986-12",7.041113,
"OECD","CPI","TOT","AGRWTH","M","1987-01",7.031678,
"OECD","CPI","TOT","AGRWTH","M","1987-02",7.508465,
"OECD","CPI","TOT","AGRWTH","M","1987-03",8.12114,
"OECD","CPI","TOT","AGRWTH","M","1987-04",8.783579,
"OECD","CPI","TOT","AGRWTH","M","1987-05",8.994874,
"OECD","CPI","TOT","AGRWTH","M","1987-06",8.944154,
"OECD","CPI","TOT","AGRWTH","M","1987-07",9.292512,
"OECD","CPI","TOT","AGRWTH","M","1987-08",9.590432,
"OECD","CPI","TOT","AGRWTH","M","1987-09",9.668635,
"OECD","CPI","TOT","AGRWTH","M","1987-10",9.948781,
"OECD","CPI","TOT","AGRWTH","M","1987-11",10.17207,
"OECD","CPI","TOT","AGRWTH","M","1987-12",11.07069,
"OECD","CPI","TOT","AGRWTH","M","1988-01",11.18086,
"OECD","CPI","TOT","AGRWTH","M","1988-02",11.21866,
"OECD","CPI","TOT","AGRWTH","M","1988-03",11.24862,
"OECD","CPI","TOT","AGRWTH","M","1988-04",10.94836,
"OECD","CPI","TOT","AGRWTH","M","1988-05",10.58478,
"OECD","CPI","TOT","AGRWTH","M","1988-06",10.37618,
"OECD","CPI","TOT","AGRWTH","M","1988-07",10.06876,
"OECD","CPI","TOT","AGRWTH","M","1988-08",9.5994,
"OECD","CPI","TOT","AGRWTH","M","1988-09",9.322603,
"OECD","CPI","TOT","AGRWTH","M","1988-10",8.820333,
"OECD","CPI","TOT","AGRWTH","M","1988-11",8.306275,
"OECD","CPI","TOT","AGRWTH","M","1988-12",6.982943,
"OECD","CPI","TOT","AGRWTH","M","1989-01",6.649937,
"OECD","CPI","TOT","AGRWTH","M","1989-02",6.417108,
"OECD","CPI","TOT","AGRWTH","M","1989-03",6.245195,
"OECD","CPI","TOT","AGRWTH","M","1989-04",6.443898,
"OECD","CPI","TOT","AGRWTH","M","1989-05",6.613456,
"OECD","CPI","TOT","AGRWTH","M","1989-06",6.489213,
"OECD","CPI","TOT","AGRWTH","M","1989-07",6.430157,
"OECD","CPI","TOT","AGRWTH","M","1989-08",6.242812,
"OECD","CPI","TOT","AGRWTH","M","1989-09",6.167055,
"OECD","CPI","TOT","AGRWTH","M","1989-10",6.35596,
"OECD","CPI","TOT","AGRWTH","M","1989-11",6.287686,
"OECD","CPI","TOT","AGRWTH","M","1989-12",6.355308,
"OECD","CPI","TOT","AGRWTH","M","1990-01",6.767488,
"OECD","CPI","TOT","AGRWTH","M","1990-02",6.933328,
"OECD","CPI","TOT","AGRWTH","M","1990-03",6.942834,
"OECD","CPI","TOT","AGRWTH","M","1990-04",6.652812,
"OECD","CPI","TOT","AGRWTH","M","1990-05",6.531706,
"OECD","CPI","TOT","AGRWTH","M","1990-06",6.663049,
"OECD","CPI","TOT","AGRWTH","M","1990-07",6.617992,
"OECD","CPI","TOT","AGRWTH","M","1990-08",7.14939,
"OECD","CPI","TOT","AGRWTH","M","1990-09",7.527733,
"OECD","CPI","TOT","AGRWTH","M","1990-10",7.731489,
"OECD","CPI","TOT","AGRWTH","M","1990-11",7.829885,
"OECD","CPI","TOT","AGRWTH","M","1990-12",7.647304,
"OECD","CPI","TOT","AGRWTH","M","1991-01",7.433266,
"OECD","CPI","TOT","AGRWTH","M","1991-02",7.228976,
"OECD","CPI","TOT","AGRWTH","M","1991-03",7.033029,
"OECD","CPI","TOT","AGRWTH","M","1991-04",6.938581,
"OECD","CPI","TOT","AGRWTH","M","1991-05",6.916412,
"OECD","CPI","TOT","AGRWTH","M","1991-06",6.890809,
"OECD","CPI","TOT","AGRWTH","M","1991-07",6.908979,
"OECD","CPI","TOT","AGRWTH","M","1991-08",6.516877,
"OECD","CPI","TOT","AGRWTH","M","1991-09",6.070188,
"OECD","CPI","TOT","AGRWTH","M","1991-10",5.820437,
"OECD","CPI","TOT","AGRWTH","M","1991-11",6.019991,
"OECD","CPI","TOT","AGRWTH","M","1991-12",6.036912,
"OECD","CPI","TOT","AGRWTH","M","1992-01",5.656782,
"OECD","CPI","TOT","AGRWTH","M","1992-02",5.734958,
"OECD","CPI","TOT","AGRWTH","M","1992-03",5.939938,
"OECD","CPI","TOT","AGRWTH","M","1992-04",5.830578,
"OECD","CPI","TOT","AGRWTH","M","1992-05",5.632219,
"OECD","CPI","TOT","AGRWTH","M","1992-06",5.466943,
"OECD","CPI","TOT","AGRWTH","M","1992-07",5.224732,
"OECD","CPI","TOT","AGRWTH","M","1992-08",5.167558,
"OECD","CPI","TOT","AGRWTH","M","1992-09",5.177723,
"OECD","CPI","TOT","AGRWTH","M","1992-10",4.962859,
"OECD","CPI","TOT","AGRWTH","M","1992-11",4.706041,
"OECD","CPI","TOT","AGRWTH","M","1992-12",4.628666,
"OECD","CPI","TOT","AGRWTH","M","1993-01",4.810798,
"OECD","CPI","TOT","AGRWTH","M","1993-02",4.778971,
"OECD","CPI","TOT","AGRWTH","M","1993-03",4.645156,
"OECD","CPI","TOT","AGRWTH","M","1993-04",4.631863,
"OECD","CPI","TOT","AGRWTH","M","1993-05",4.657222,
"OECD","CPI","TOT","AGRWTH","M","1993-06",4.61092,
"OECD","CPI","TOT","AGRWTH","M","1993-07",4.793834,
"OECD","CPI","TOT","AGRWTH","M","1993-08",4.759634,
"OECD","CPI","TOT","AGRWTH","M","1993-09",4.599328,
"OECD","CPI","TOT","AGRWTH","M","1993-10",4.56539,
"OECD","CPI","TOT","AGRWTH","M","1993-11",4.468251,
"OECD","CPI","TOT","AGRWTH","M","1993-12",4.522522,
"OECD","CPI","TOT","AGRWTH","M","1994-01",4.267771,
"OECD","CPI","TOT","AGRWTH","M","1994-02",4.264343,
"OECD","CPI","TOT","AGRWTH","M","1994-03",4.244332,
"OECD","CPI","TOT","AGRWTH","M","1994-04",4.607413,
"OECD","CPI","TOT","AGRWTH","M","1994-05",4.728506,
"OECD","CPI","TOT","AGRWTH","M","1994-06",4.76639,
"OECD","CPI","TOT","AGRWTH","M","1994-07",4.753534,
"OECD","CPI","TOT","AGRWTH","M","1994-08",4.895269,
"OECD","CPI","TOT","AGRWTH","M","1994-09",4.963835,
"OECD","CPI","TOT","AGRWTH","M","1994-10",4.919766,
"OECD","CPI","TOT","AGRWTH","M","1994-11",5.057076,
"OECD","CPI","TOT","AGRWTH","M","1994-12",5.215729,
"OECD","CPI","TOT","AGRWTH","M","1995-01",5.455914,
"OECD","CPI","TOT","AGRWTH","M","1995-02",5.628386,
"OECD","CPI","TOT","AGRWTH","M","1995-03",5.852315,
"OECD","CPI","TOT","AGRWTH","M","1995-04",5.889213,
"OECD","CPI","TOT","AGRWTH","M","1995-05",5.990658,
"OECD","CPI","TOT","AGRWTH","M","1995-06",6.135008,
"OECD","CPI","TOT","AGRWTH","M","1995-07",6.03094,
"OECD","CPI","TOT","AGRWTH","M","1995-08",5.99728,
"OECD","CPI","TOT","AGRWTH","M","1995-09",6.188,
"OECD","CPI","TOT","AGRWTH","M","1995-10",6.208747,
"OECD","CPI","TOT","AGRWTH","M","1995-11",6.149356,
"OECD","CPI","TOT","AGRWTH","M","1995-12",6.173532,
"OECD","CPI","TOT","AGRWTH","M","1996-01",6.237034,
"OECD","CPI","TOT","AGRWTH","M","1996-02",6.087109,
"OECD","CPI","TOT","AGRWTH","M","1996-03",6.034886,
"OECD","CPI","TOT","AGRWTH","M","1996-04",5.838291,
"OECD","CPI","TOT","AGRWTH","M","1996-05",5.74846,
"OECD","CPI","TOT","AGRWTH","M","1996-06",5.542553,
"OECD","CPI","TOT","AGRWTH","M","1996-07",5.556922,
"OECD","CPI","TOT","AGRWTH","M","1996-08",5.454289,
"OECD","CPI","TOT","AGRWTH","M","1996-09",5.335909,
"OECD","CPI","TOT","AGRWTH","M","1996-10",5.380574,
"OECD","CPI","TOT","AGRWTH","M","1996-11",5.393705,
"OECD","CPI","TOT","AGRWTH","M","1996-12",5.36334,
"OECD","CPI","TOT","AGRWTH","M","1997-01",5.171759,
"OECD","CPI","TOT","AGRWTH","M","1997-02",5.06258,
"OECD","CPI","TOT","AGRWTH","M","1997-03",4.798691,
"OECD","CPI","TOT","AGRWTH","M","1997-04",4.665684,
"OECD","CPI","TOT","AGRWTH","M","1997-05",4.503485,
"OECD","CPI","TOT","AGRWTH","M","1997-06",4.561419,
"OECD","CPI","TOT","AGRWTH","M","1997-07",4.677148,
"OECD","CPI","TOT","AGRWTH","M","1997-08",4.770455,
"OECD","CPI","TOT","AGRWTH","M","1997-09",4.797289,
"OECD","CPI","TOT","AGRWTH","M","1997-10",4.811131,
"OECD","CPI","TOT","AGRWTH","M","1997-11",4.737429,
"OECD","CPI","TOT","AGRWTH","M","1997-12",4.664774,
"OECD","CPI","TOT","AGRWTH","M","1998-01",4.569622,
"OECD","CPI","TOT","AGRWTH","M","1998-02",4.578163,
"OECD","CPI","TOT","AGRWTH","M","1998-03",4.550508,
"OECD","CPI","TOT","AGRWTH","M","1998-04",4.389757,
"OECD","CPI","TOT","AGRWTH","M","1998-05",4.423033,
"OECD","CPI","TOT","AGRWTH","M","1998-06",4.327354,
"OECD","CPI","TOT","AGRWTH","M","1998-07",4.155945,
"OECD","CPI","TOT","AGRWTH","M","1998-08",3.939591,
"OECD","CPI","TOT","AGRWTH","M","1998-09",3.852735,
"OECD","CPI","TOT","AGRWTH","M","1998-10",3.837072,
"OECD","CPI","TOT","AGRWTH","M","1998-11",3.804628,
"OECD","CPI","TOT","AGRWTH","M","1998-12",3.684347,
"OECD","CPI","TOT","AGRWTH","M","1999-01",3.503294,
"OECD","CPI","TOT","AGRWTH","M","1999-02",3.329401,
"OECD","CPI","TOT","AGRWTH","M","1999-03",3.394312,
"OECD","CPI","TOT","AGRWTH","M","1999-04",3.684369,
"OECD","CPI","TOT","AGRWTH","M","1999-05",3.532636,
"OECD","CPI","TOT","AGRWTH","M","1999-06",3.478297,
"OECD","CPI","TOT","AGRWTH","M","1999-07",3.605186,
"OECD","CPI","TOT","AGRWTH","M","1999-08",3.76113,
"OECD","CPI","TOT","AGRWTH","M","1999-09",3.828174,
"OECD","CPI","TOT","AGRWTH","M","1999-10",3.733318,
"OECD","CPI","TOT","AGRWTH","M","1999-11",3.712447,
"OECD","CPI","TOT","AGRWTH","M","1999-12",3.853023,
"OECD","CPI","TOT","AGRWTH","M","2000-01",3.906103,
"OECD","CPI","TOT","AGRWTH","M","2000-02",4.151701,
"OECD","CPI","TOT","AGRWTH","M","2000-03",4.347902,
"OECD","CPI","TOT","AGRWTH","M","2000-04",3.852622,
"OECD","CPI","TOT","AGRWTH","M","2000-05",3.908193,
"OECD","CPI","TOT","AGRWTH","M","2000-06",4.213539,
"OECD","CPI","TOT","AGRWTH","M","2000-07",4.225963,
"OECD","CPI","TOT","AGRWTH","M","2000-08",3.995582,
"OECD","CPI","TOT","AGRWTH","M","2000-09",3.996732,
"OECD","CPI","TOT","AGRWTH","M","2000-10",3.845024,
"OECD","CPI","TOT","AGRWTH","M","2000-11",3.859452,
"OECD","CPI","TOT","AGRWTH","M","2000-12",3.709584,
"OECD","CPI","TOT","AGRWTH","M","2001-01",3.727023,
"OECD","CPI","TOT","AGRWTH","M","2001-02",3.603981,
"OECD","CPI","TOT","AGRWTH","M","2001-03",3.376801,
"OECD","CPI","TOT","AGRWTH","M","2001-04",3.887042,
"OECD","CPI","TOT","AGRWTH","M","2001-05",4.229202,
"OECD","CPI","TOT","AGRWTH","M","2001-06",4.037045,
"OECD","CPI","TOT","AGRWTH","M","2001-07",3.630529,
"OECD","CPI","TOT","AGRWTH","M","2001-08",3.67083,
"OECD","CPI","TOT","AGRWTH","M","2001-09",3.592579,
"OECD","CPI","TOT","AGRWTH","M","2001-10",3.420581,
"OECD","CPI","TOT","AGRWTH","M","2001-11",3.176371,
"OECD","CPI","TOT","AGRWTH","M","2001-12",3.05198,
"OECD","CPI","TOT","AGRWTH","M","2002-01",3.062542,
"OECD","CPI","TOT","AGRWTH","M","2002-02",2.981189,
"OECD","CPI","TOT","AGRWTH","M","2002-03",3.085535,
"OECD","CPI","TOT","AGRWTH","M","2002-04",2.916899,
"OECD","CPI","TOT","AGRWTH","M","2002-05",2.513909,
"OECD","CPI","TOT","AGRWTH","M","2002-06",2.358938,
"OECD","CPI","TOT","AGRWTH","M","2002-07",2.5289,
"OECD","CPI","TOT","AGRWTH","M","2002-08",2.65793,
"OECD","CPI","TOT","AGRWTH","M","2002-09",2.488693,
"OECD","CPI","TOT","AGRWTH","M","2002-10",2.656424,
"OECD","CPI","TOT","AGRWTH","M","2002-11",2.785289,
"OECD","CPI","TOT","AGRWTH","M","2002-12",2.809894,
"OECD","CPI","TOT","AGRWTH","M","2003-01",2.78442,
"OECD","CPI","TOT","AGRWTH","M","2003-02",3.040652,
"OECD","CPI","TOT","AGRWTH","M","2003-03",3.087377,
"OECD","CPI","TOT","AGRWTH","M","2003-04",2.543682,
"OECD","CPI","TOT","AGRWTH","M","2003-05",2.345271,
"OECD","CPI","TOT","AGRWTH","M","2003-06",2.343746,
"OECD","CPI","TOT","AGRWTH","M","2003-07",2.30451,
"OECD","CPI","TOT","AGRWTH","M","2003-08",2.282599,
"OECD","CPI","TOT","AGRWTH","M","2003-09",2.320105,
"OECD","CPI","TOT","AGRWTH","M","2003-10",2.135101,
"OECD","CPI","TOT","AGRWTH","M","2003-11",1.960896,
"OECD","CPI","TOT","AGRWTH","M","2003-12",1.9675,
"OECD","CPI","TOT","AGRWTH","M","2004-01",1.889712,
"OECD","CPI","TOT","AGRWTH","M","2004-02",1.739987,
"OECD","CPI","TOT","AGRWTH","M","2004-03",1.709347,
"OECD","CPI","TOT","AGRWTH","M","2004-04",2.050432,
"OECD","CPI","TOT","AGRWTH","M","2004-05",2.52442,
"OECD","CPI","TOT","AGRWTH","M","2004-06",2.669654,
"OECD","CPI","TOT","AGRWTH","M","2004-07",2.569677,
"OECD","CPI","TOT","AGRWTH","M","2004-08",2.445029,
"OECD","CPI","TOT","AGRWTH","M","2004-09",2.330235,
"OECD","CPI","TOT","AGRWTH","M","2004-10",2.755537,
"OECD","CPI","TOT","AGRWTH","M","2004-11",2.903871,
"OECD","CPI","TOT","AGRWTH","M","2004-12",2.726388,
"OECD","CPI","TOT","AGRWTH","M","2005-01",2.470819,
"OECD","CPI","TOT","AGRWTH","M","2005-02",2.474605,
"OECD","CPI","TOT","AGRWTH","M","2005-03",2.566793,
"OECD","CPI","TOT","AGRWTH","M","2005-04",2.699405,
"OECD","CPI","TOT","AGRWTH","M","2005-05",2.341043,
"OECD","CPI","TOT","AGRWTH","M","2005-06",2.163398,
"OECD","CPI","TOT","AGRWTH","M","2005-07",2.516037,
"OECD","CPI","TOT","AGRWTH","M","2005-08",2.703202,
"OECD","CPI","TOT","AGRWTH","M","2005-09",3.23953,
"OECD","CPI","TOT","AGRWTH","M","2005-10",2.970831,
"OECD","CPI","TOT","AGRWTH","M","2005-11",2.520642,
"OECD","CPI","TOT","AGRWTH","M","2005-12",2.565164,
"OECD","CPI","TOT","AGRWTH","M","2006-01",2.942087,
"OECD","CPI","TOT","AGRWTH","M","2006-02",2.73906,
"OECD","CPI","TOT","AGRWTH","M","2006-03",2.555204,
"OECD","CPI","TOT","AGRWTH","M","2006-04",2.764275,
"OECD","CPI","TOT","AGRWTH","M","2006-05",3.097473,
"OECD","CPI","TOT","AGRWTH","M","2006-06",3.213402,
"OECD","CPI","TOT","AGRWTH","M","2006-07",3.135854,
"OECD","CPI","TOT","AGRWTH","M","2006-08",3.035359,
"OECD","CPI","TOT","AGRWTH","M","2006-09",2.142017,
"OECD","CPI","TOT","AGRWTH","M","2006-10",1.721061,
"OECD","CPI","TOT","AGRWTH","M","2006-11",2.063158,
"OECD","CPI","TOT","AGRWTH","M","2006-12",2.324176,
"OECD","CPI","TOT","AGRWTH","M","2007-01",2.052375,
"OECD","CPI","TOT","AGRWTH","M","2007-02",2.221303,
"OECD","CPI","TOT","AGRWTH","M","2007-03",2.461015,
"OECD","CPI","TOT","AGRWTH","M","2007-04",2.364492,
"OECD","CPI","TOT","AGRWTH","M","2007-05",2.344878,
"OECD","CPI","TOT","AGRWTH","M","2007-06",2.328909,
"OECD","CPI","TOT","AGRWTH","M","2007-07",2.145278,
"OECD","CPI","TOT","AGRWTH","M","2007-08",1.934719,
"OECD","CPI","TOT","AGRWTH","M","2007-09",2.378525,
"OECD","CPI","TOT","AGRWTH","M","2007-10",2.945568,
"OECD","CPI","TOT","AGRWTH","M","2007-11",3.48346,
"OECD","CPI","TOT","AGRWTH","M","2007-12",3.429564,
"OECD","CPI","TOT","AGRWTH","M","2008-01",3.583639,
"OECD","CPI","TOT","AGRWTH","M","2008-02",3.543082,
"OECD","CPI","TOT","AGRWTH","M","2008-03",3.624099,
"OECD","CPI","TOT","AGRWTH","M","2008-04",3.560164,
"OECD","CPI","TOT","AGRWTH","M","2008-05",3.923756,
"OECD","CPI","TOT","AGRWTH","M","2008-06",4.473547,
"OECD","CPI","TOT","AGRWTH","M","2008-07",4.877642,
"OECD","CPI","TOT","AGRWTH","M","2008-08",4.718608,
"OECD","CPI","TOT","AGRWTH","M","2008-09",4.465306,
"OECD","CPI","TOT","AGRWTH","M","2008-10",3.711864,
"OECD","CPI","TOT","AGRWTH","M","2008-11",2.240962,
"OECD","CPI","TOT","AGRWTH","M","2008-12",1.530006,
"OECD","CPI","TOT","AGRWTH","M","2009-01",1.285567,
"OECD","CPI","TOT","AGRWTH","M","2009-02",1.343204,
"OECD","CPI","TOT","AGRWTH","M","2009-03",0.8828598,
"OECD","CPI","TOT","AGRWTH","M","2009-04",0.6257546,
"OECD","CPI","TOT","AGRWTH","M","2009-05",0.08803231,
"OECD","CPI","TOT","AGRWTH","M","2009-06",-0.1286108,
"OECD","CPI","TOT","AGRWTH","M","2009-07",-0.6443239,
"OECD","CPI","TOT","AGRWTH","M","2009-08",-0.3118818,
"OECD","CPI","TOT","AGRWTH","M","2009-09",-0.3176305,
"OECD","CPI","TOT","AGRWTH","M","2009-10",0.1790233,
"OECD","CPI","TOT","AGRWTH","M","2009-11",1.251677,
"OECD","CPI","TOT","AGRWTH","M","2009-12",1.816248,
"OECD","CPI","TOT","AGRWTH","M","2010-01",2.037017,
"OECD","CPI","TOT","AGRWTH","M","2010-02",1.868137,
"OECD","CPI","TOT","AGRWTH","M","2010-03",2.042874,
"OECD","CPI","TOT","AGRWTH","M","2010-04",2.069735,
"OECD","CPI","TOT","AGRWTH","M","2010-05",1.935888,
"OECD","CPI","TOT","AGRWTH","M","2010-06",1.444353,
"OECD","CPI","TOT","AGRWTH","M","2010-07",1.562542,
"OECD","CPI","TOT","AGRWTH","M","2010-08",1.501142,
"OECD","CPI","TOT","AGRWTH","M","2010-09",1.617509,
"OECD","CPI","TOT","AGRWTH","M","2010-10",1.768418,
"OECD","CPI","TOT","AGRWTH","M","2010-11",1.709045,
"OECD","CPI","TOT","AGRWTH","M","2010-12",1.947053,
"OECD","CPI","TOT","AGRWTH","M","2011-01",2.024239,
"OECD","CPI","TOT","AGRWTH","M","2011-02",2.250767,
"OECD","CPI","TOT","AGRWTH","M","2011-03",2.546003,
"OECD","CPI","TOT","AGRWTH","M","2011-04",2.784885,
"OECD","CPI","TOT","AGRWTH","M","2011-05",3.032316,
"OECD","CPI","TOT","AGRWTH","M","2011-06",2.990922,
"OECD","CPI","TOT","AGRWTH","M","2011-07",3.065135,
"OECD","CPI","TOT","AGRWTH","M","2011-08",3.152752,
"OECD","CPI","TOT","AGRWTH","M","2011-09",3.202932,
"OECD","CPI","TOT","AGRWTH","M","2011-10",3.063953,
"OECD","CPI","TOT","AGRWTH","M","2011-11",3.063596,
"OECD","CPI","TOT","AGRWTH","M","2011-12",2.834033,
"OECD","CPI","TOT","AGRWTH","M","2012-01",2.778683,
"OECD","CPI","TOT","AGRWTH","M","2012-02",2.7765,
"OECD","CPI","TOT","AGRWTH","M","2012-03",2.633353,
"OECD","CPI","TOT","AGRWTH","M","2012-04",2.437536,
